id,question,question_concept,choices,answerKey
d060ab71d0efff3cab5960089a6bb3a2,"The coach decided to make a lineup change, the team's effort was suffering from what?",change,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['stagnant', 'stagnation', 'tradition', 'hunger', 'paper money'],
      dtype=object)}",B
b399f6008d90dbd92bcce5abed4c1fd1,Where would you go if you want to buy some clothes?,goods,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mall', 'grocery store', 'grocery store', 'shop', 'supermarket'],
      dtype=object)}",A
80c19c62338edae0e8a1f5c6fec0d29a,Where is food likely to stay dry?,food,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['etna', 'cupboard', 'oven', 'stomach', 'fridge'], dtype=object)}",B
1a4e83b433620cb2d7d806882f8d57e4,What is it called when a person with mental illness is able to lead a relatively normal life?,mental illness,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['managed', 'effectively treated', 'recur', 'cause delusion',
       'illusion'], dtype=object)}",A
b9e04a53c0ee7325b901de4d12d56884,Where do you keep musical instrument so it doesn't get scratched?,musical instrument,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bank', 'orchestra', 'case', 'music room', 'movie'], dtype=object)}",C
7490aa460f66000555a8a94008179cbb,"The woman is watching television and trying to forget her day, what is her goal?",watching television,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['entertainment', 'falling asleep', 'getting fat', 'crying',
       'relaxation'], dtype=object)}",E
ad8ee2965a33ff4b0e3d2ac732676594,"While John Candy and Dan Aykroyd didn't run into a gazelle, you'd have to go where to see one?",gazelle,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['eastern hemisphere', 'the city', 'open plain',
       'television program', 'great outdoors'], dtype=object)}",E
64d2310eff6b661baeb41b4ccc392e35,When we are running what are we doing?,run,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['stretches', 'running from police', 'learn to walk', 'go quickly',
       'get out of bed'], dtype=object)}",D
6b1f5ebd9d0dbc7e34a598456a6091a8,It's dangerous to let pet birds free so it's better to keep them what?,free,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['slavery', 'caught', 'caged in', 'topfree', 'prisoner'],
      dtype=object)}",C
080ef6941410139d6869e78122bc741e,"A beaver is know for building prowess, their supplies come from where?",beaver,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['british columbia', 'body of water', 'wooded area', 'pay debts',
       'zoo'], dtype=object)}",C
6c70d98cfb8e97fda8caefcee761a229,Zane doesn't like answering questions.  He's not good at it because he suffers from what?,answering questions,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['panic', 'discussion', 'attention', 'confusion', 'satisfaction'],
      dtype=object)}",D
75ac594b4fdbfba006e61315d1b2c815,Going public about a common problem can gain what for a celebrity?,going public,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['wide acceptance', 'a degree', 'pain', 'getting high',
       'press coverage'], dtype=object)}",A
5a8e7d2f97f76adb23fbd59a009d16f0,"The electricity went out and everyone was shrouded in darkness.  They all remained in their seats, because it would have been dangerous to try to find there way out.  Where mihgt they have been?",electricity,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['opera', 'concert', 'basement', 'bedroom', 'grand canyon'],
      dtype=object)}",A
178cb8153123716aa94f286b615149d4,Where could you find hundreds of beauty salon?,beauty salon,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['clerk', 'mall', 'strip mall', 'city', 'neighborhood'],
      dtype=object)}",D
cc917ca0e03c91a5141920f5a902a36c,If it is Chrismas time what came most recently before?,christmas,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['halloween', 'summer', 'easter', 'kwaanza', 'give gift'],
      dtype=object)}",A
a7d51b753c2113d8b2dbd0ebb5375855_1,"If someone found out their brother was having a daughter, they would have to add a niece limb to the what?",niece,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['family picture book', 'family reunion', ""brother's house"",
       'family tree', 'baby shower'], dtype=object)}",D
e71da9e95b321763c86e879a47bbd327,"The criminal insisted he must do the crime to the bank teller, but she tried to convince him there were other ways in life and this was what?",must,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['willing', 'optional', 'should not', 'have to', 'unnecessary'],
      dtype=object)}",E
ec86900559a0faf2aef066e511a4cfa6,what do you fill with ink to write?,ink,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['squid', 'fountain pen', 'pencil case', 'newspaper', 'printer'],
      dtype=object)}",B
d312741df1b14bcbe358f4f30aff3994,"He walked into the room and had a great shock, his friends had what him?",shock,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['expected', 'wanting', 'calm', 'thundershock', 'surprised'],
      dtype=object)}",E
0df3f58645b4bc306093845fb297a50e,"He wasn't the hugging type, even when he meet friend he'd just do what?",meet friend,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['have sex', 'smile', 'hug each other', 'conversation', 'handshake'],
      dtype=object)}",E
27d9b4df2ca50112d282331df4923e96,"If you were lost you might need a map, the best place to find one on the road is at any what?",map,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['truck stop', 'amusement park', 'atlas', 'mall', 'gas station'],
      dtype=object)}",E
ab755203f41a2e241f0ee8a53c54f287,Where would you put a net if you wanted to use it?,net,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sports', 'fishing gear', 'soccer game', 'fishing boat',
       'badminton'], dtype=object)}",D
f13efb91090dd28fd2b3c1f4dde680fd,Sage loved communicating  He liked doing what with his peers?,communicating,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['exchanging ideas', 'confusion', 'peer pressure', 'response',
       'learning'], dtype=object)}",A
e98031901c815e55040d9fe28c4d9387,Where would a cat snuggle up with their human?,cat,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['floor', 'humane society', 'bed', 'comfortable chair',
       'window sill'], dtype=object)}",D
fb64149cf01c5b496d986f56852273e9,What is a place that has large cable hanging overhead?,cable,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['radio shack', 'electrical device', 'shower', 'substation',
       'television'], dtype=object)}",D
2ac72eaf30a633c410b1bd658bbef0ba,Where do cars usually travel at very high speeds?,car,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['freeway', 'road', 'race track', 'alley', 'parking lot'],
      dtype=object)}",C
22fc45d9e6d0baea4a5b0526504225b8,What might a person be watching if they see a man with a suitcase full of money?,suitcase,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['baggage compartment', 'movie', 'subway', 'airplane', 'cargo hold'],
      dtype=object)}",B
4ef3d70648ee3cea028bc5ed0fdfda28,Eating breakfast in bed while seeing a homeless person shivering outside your window may cause you to what?,eating breakfast in bed,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mess', 'hungry', 'feel guilty', 'indigestion', 'spills'],
      dtype=object)}",C
059155c50d1b04da7373e309868e67d2,"If I put in my key and open a hinged door, where am I likely entering?",hinged door,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['kitchen', 'safe', 'own house', 'building', 'pantry'], dtype=object)}",C
33d023a6806390eb8195380331e17404_1,"If somebody is working at a reception desk, they are located at the front entrance of the what?",reception desk,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['motel', 'hostel', 'building', 'lobby', 'office park'],
      dtype=object)}",C
63f7ad481a63fc8c6dffe00519d4a167,If you're reading a newspaper from another country what are you doing?,reading newspaper,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['learning about world', 'education', 'get angry', 'concern',
       'eat cake'], dtype=object)}",A
a2daf73d33541af0846673afd8e49abe,"They wanted to recognize his accomplishment, where should they put his name?",name,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['certificate', 'directory', 'phone book', 'lineup', 'roster'],
      dtype=object)}",A
7d70208061ae3185bcfc9e912ee9e141,What is it called when a person tends to leave things to the last minute?,person,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['procrastinate', 'complete collection', 'headache',
       'good time management', 'have to hold'], dtype=object)}",A
9003c4748b08d5a734747e499599ff20,What will you do if you do not want to settle in one place?,settle,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['walk', 'agitate', 'wander', 'remove', 'disturb'], dtype=object)}",C
28aac6d39cdd270d2a6a28e1985484cb,Where would a person live that isn't in the metro area but still has good schools?,bungalow,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['woods', 'bed', 'suburbs', 'rural', 'neighborhood'], dtype=object)}",C
8bdbb8caefcc607a9ec7579aa0c87cba,"Jane works for the government as a senator, where does she spend a lot of time?",government,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['capitol building', 'everything', 'washington d.c', 'russia',
       'canada'], dtype=object)}",A
95a85df48902d23eb3fda25a99fca1a0,What is it called when two people in love have children?,love,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['take oath', 'procreate', 'matrimony', 'please parents',
       'live life'], dtype=object)}",B
79c3378b7660d328902d7c0ad442a37f,What did the policemen do when they heard a cry from a distance?,policemen,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['run away', 'hurry along', 'fine motorists', 'direct traffic',
       'help'], dtype=object)}",E
8c12e5864463cfcd03f4d0ab67949d01,"It takes ambition to complete a job, but the first step is to what?",ambition,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['take care of proposals', 'begin work', 'in charge of project',
       'eat cake', 'go to school'], dtype=object)}",B
e145618c2062eb9ea8928fdb0d42185e,Where would I not want a fox?,fox,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hen house', 'english hunt', 'mountains', 'outside bedroom window',
       'england'], dtype=object)}",A
35872be88df5f6c4a6600020266a5458,What type of building has the most top floor?,top floor,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['go down', 'apartment building', 'tall building',
       'office building', 'cabin'], dtype=object)}",C
055817d8d703d3c2802545e3fccdcde3,What do humans do to other humans after death?,death,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['celebrate', 'burial', 'life', 'rebirth', 'decomposition'],
      dtype=object)}",B
5ef6cdb85468df482e3aa6fa339d6e41,Where can you find a restaurant's phone number?,restaurant,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['yellow pages', 'town', 'business sector', 'town', 'at hotel'],
      dtype=object)}",A
1e939cc6fef999953d692b57caab254b,What would you put coins into to make it work?,coins,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['stove', 'water fountain', 'desk', 'purse', 'jar'], dtype=object)}",B
3a3b5d4a517ef70d25eb558f1a622937,"A patriotic guy with a camera is looking for a bald eagle, what is he likely to do with the eagle if he finds one?",bald eagle,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['city', 'canada', 'minnesota', 'thermal', 'photograph'],
      dtype=object)}",E
a943522f7d407cef369d5d3f1bf48589,Where can you go to use a piano in your neighborhood if you don't have one?,piano,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['music school', 'music store', ""neighbor's house"", 'lunch',
       'drawing room'], dtype=object)}",C
57a343d72031b668e5eb91868420e915,Where would you get a shower curtain if you do not have one?,shower curtain,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['department store', 'restaurant', 'hotel', 'dime store', 'bathtub'],
      dtype=object)}",A
c4b1a57e7880b9cb367f9c67abf5605f,Kissing is normally an activity reserved for your romantic what?,kissing,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['anus', 'partner', 'arousal', 'trust', 'cooperation'], dtype=object)}",B
e313d7967f72c2b880213daaaf4b7181,What does a child learn to do before school?,child,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['count to ten', 'state name', 'dress herself', 'clean room',
       'socialize'], dtype=object)}",C
3c7992df7fda23bcdeacb1f1f6b73448,"He was getting advice for the job interview, they told him when talking to the interviewer always make what?",talking to,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['get tired of', 'small talk', 'eye contact', 'friendship',
       'social life'], dtype=object)}",C
d6644eacdb543a60545d2eb1ac7e6dbd,According to what book did an apple tree lead to the downfall of man?,apple tree,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bible', 'spain', 'harry potter', 'new york', 'woods'],
      dtype=object)}",A
d1ad9b79f54205b6b9ac19a27f9c2be5,"The neighborhood had a great sense of community, there was always a crowd at the landing of the what?",landing,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['stairwell', 'arena', 'ocean', 'airport', 'apartment building'],
      dtype=object)}",E
f116ee6620c0f171e5db54bc03a5f2e2,What might a kind person do?,person,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cross street', 'talk to themselves', 'open doors', 'throw away',
       'study greek'], dtype=object)}",C
ea82f9e938cbfce85fb498ce46264253,What will a person do at work?,person,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cross street', 'draw attention to themselves', 'make money',
       'falling down', 'come home'], dtype=object)}",C
edbb57ac2f476679ae547f75ec2bef3e,John saw a fox running along the beach and was glad to be on the east coast.  Where might he have been?,fox,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tennessee', 'south carolina', 'louisiana', 'oklahoma',
       'mountains'], dtype=object)}",B
