id,question_stem,choices,urdu_question_stem,urdu_choices,answerKey
11-83,A bee will be able to make a hive of golden liquid if they have access to,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['tumbleweeds', 'plastic flowers', 'products of flowers',
       'painted colors'], dtype=object)}",شہد کی مکھی سنہرے مائع کا چھتہ تبھی بنا پائے گی جب اسے ۔۔۔ تک رسائی ہو,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['ٹمبل ویڈز', 'پلاسٹک کے پھول', 'پھولوں کی پیداوار',
       'پینٹ کیے ہوئے رنگ'], dtype=object)}",C
11-88,What would be a source of the smoothest rocks?,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['a riverbank', 'the cliffs', 'the desert', 'the mountains'],
      dtype=object)}",سب سے ہموار پتھر کہاں سے ملیں گے؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['دریا کا کنارہ', 'چٹانیں', 'صحرا', 'پہاڑ'], dtype=object)}",A
11-89,A guy can hit another person if he,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['drops a rock', 'lifts a dog', 'picks up shoes', 'sings a song'],
      dtype=object)}",ایک لڑکا کسی دوسرے شخص کو مار سکتا ہے اگر وہ,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['پتھر گرائے', 'کتا اٹھائے', 'جوتے اٹھائے', 'گانا گائے'],
      dtype=object)}",A
11-90,"The earth makes its way around the sun. Because of the constant rotation, the appearance of these is unlikely to be regular.","{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['the moon', 'the oceans', 'celestial bodies', 'the sun'],
      dtype=object)}",زمین سورج کے گرد گردش کرتی ہے۔ اس مسلسل گردش کی وجہ سے، ان کا ظہور باقاعدہ ہونے کا امکان نہیں ہے۔,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['چاند', 'سمندر', 'اجرام فلکی', 'سورج'], dtype=object)}",C
11-92,A grouper will breathe beneath the surface of a pond because it has,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['tips', 'noses', 'neck slits', 'wings'], dtype=object)}",ایک گروپر تالاب کی سطح کے نیچے سانس لیتی ہے کیونکہ اس کے ہوتے ہیں,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['نوکیں', 'ناکیں', 'گردن کے شگاف', 'پر'], dtype=object)}",C
11-93,A bird that weighs twenty pounds will fly easier than a bird that weighs,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['twenty four pounds', 'ten pounds', 'seventeen pounds',
       'twelve pounds'], dtype=object)}",بیس پاؤنڈ وزنی پرندہ اس پرندے کے مقابلے میں زیادہ آسانی سے اڑے گا جس کا وزن ہو,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['چوبیس پاؤنڈ', 'دس پاؤنڈ', 'سترہ پاؤنڈ', 'بارہ پاؤنڈ'],
      dtype=object)}",A
11-94,Which would provide the greatest benefit to animals in an ecoystem?,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['a plastic tree', 'a long-dead stump', 'a new sprout',
       'an old oak'], dtype=object)}",ماحولیاتی نظام میں جانوروں کو کس چیز سے سب سے زیادہ فائدہ ہوگا؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['ایک پلاسٹک کا درخت', 'ایک بہت پرانا ٹھنٹھ', 'ایک نئی کونپل',
       'ایک پرانا بلوط کا درخت'], dtype=object)}",D
11-96,A calf born in a warm season will do what better than a calf born in a cold season?,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['see', 'stand', 'sense', 'flourish'], dtype=object)}",گرم موسم میں پیدا ہونے والا بچھڑا، سرد موسم میں پیدا ہونے والے بچھڑے کے مقابلے میں کیا بہتر کرے گا؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['دیکھے گا', 'کھڑا ہوگا', 'محسوس کرے گا', 'پھلے پھولے گا'],
      dtype=object)}",D
11-97,A cow can see that the farmer is coming because there is light that makes its way,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['into his eyes', 'into the moon', 'into the sun', 'into a bucket'],
      dtype=object)}",ایک گائے یہ دیکھ سکتی ہے کہ کسان آ رہا ہے کیونکہ روشنی ہے جو اپنا راستہ بناتی ہے,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['اس کی آنکھوں میں', 'چاند میں', 'سورج میں', 'ایک بالٹی میں'],
      dtype=object)}",A
11-100,Your immune system would be less effective if you didn't get enough of this,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['fake vitamin C', 'green gummy bears', 'unconscious time',
       'computer time'], dtype=object)}",اگر آپ کو یہ کافی مقدار میں نہ ملے تو آپ کا مدافعتی نظام کم موثر ہو جائے گا۔,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['نقلی وٹامن سی', 'سبز گمی بیئرز', 'نیند', 'کمپیوٹر کا وقت'],
      dtype=object)}",C
11-104,Which of the following is more likely to insulate from electricity?,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['a soda can', 'a brick wall', 'aluminum foil', 'a paint can'],
      dtype=object)}",مندرجہ ذیل میں سے کون سی چیز بجلی سے بچانے (انسولیٹ کرنے) کا زیادہ امکان رکھتی ہے؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['سوڈا کین', 'اینٹوں کی دیوار', 'ایلومینیم فوائل', 'پینٹ کا ڈبہ'],
      dtype=object)}",B
11-105,Which creature would be safest from predators in its natural underground habitat?,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['moles', 'lizards', 'eagles', 'sardines'], dtype=object)}",کون سا جاندار اپنے قدرتی زیر زمین مسکن میں شکاریوں سے سب سے زیادہ محفوظ رہے گا؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['چھچھوندر', 'چھپکلیاں', 'عقاب', 'سارڈین'], dtype=object)}",A
11-106,Lava on the ocean floor may build up upon itself. This is where,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['birds may be thinking', 'lone land mass develops',
       'musical notes are heard', 'fish are buried in sand'], dtype=object)}",سمندر کی تہہ پر لاوا ایک دوسرے کے اوپر جمع ہو سکتا ہے۔ یہ وہ جگہ ہے جہاں,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['پرندے سوچ رہے ہوں گے', 'ایک تنہا زمینی خطہ بنتا ہے',
       'موسیقی کے سُر سنے جاتے ہیں', 'مچھلیاں ریت میں دب جاتی ہیں'],
      dtype=object)}",B
11-107,"A farmer wants to plant seeds, but first needs a field with soil. There is a field with pebbles, which have potential to become soil after experiencing","{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array([""time's passage"", 'light rain', 'cloudy days', 'gentle singing'],
      dtype=object)}",ایک کسان بیج بونا چاہتا ہے، لیکن پہلے اسے مٹی والے کھیت کی ضرورت ہے۔ ایک کھیت ہے جس میں کنکریاں ہیں، جو _____ کے بعد مٹی بننے کی صلاحیت رکھتی ہیں۔,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['وقت کا گزرنا', 'ہلکی بارش', 'ابر آلود دن', 'دھیما گانا'],
      dtype=object)}",A
11-108,Large fluffy clouds in winter may,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['sink', 'burn', 'melt', 'precipitate'], dtype=object)}",سردیوں میں بڑے اور روئی جیسے بادل...,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['ڈوب سکتے ہیں', 'جل سکتے ہیں', 'پگھل سکتے ہیں', 'برس سکتے ہیں'],
      dtype=object)}",D
11-109,An example of migration is,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['when flocks relocate', 'when deer breed', 'when geese honk',
       'when mice scurry'], dtype=object)}",ہجرت کی ایک مثال ہے,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['جب غول نقل مکانی کرتے ہیں', 'جب ہرن نسل بڑھاتے ہیں',
       'جب قازیں آوازیں نکالتی ہیں', 'جب چوہے تیزی سے بھاگتے ہیں'],
      dtype=object)}",A
11-110,"Ultimately, what one thing is needed for energy for any living thing on Earth?","{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['carbon dioxide', 'the closest star', 'blood', 'oxygen'],
      dtype=object)}",بالآخر، زمین پر کسی بھی جاندار کو توانائی کے لیے کس ایک چیز کی ضرورت ہوتی ہے؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['کاربن ڈائی آکسائیڈ', 'قریب ترین ستارہ', 'خون', 'آکسیجن'],
      dtype=object)}",B
11-111,The middle of the day usually involves the bright star nearest to the earth to be straight overhead why?,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['moon rotation', 'human planet rotation', 'moons gravity',
       'global warming'], dtype=object)}",دن کے درمیانی حصے میں عام طور پر زمین کے قریب ترین روشن ستارہ سیدھا سر پر کیوں ہوتا ہے؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['چاند کی گردش', 'انسانی سیارے کی گردش', 'چاند کی کشش ثقل',
       'عالمی حدت'], dtype=object)}",B
11-112,Great lakes may have come to be thanks to,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['many visitors', 'ice pillars', 'large mice', 'snow clouds'],
      dtype=object)}",عظیم جھیلیں کس کی بدولت وجود میں آئی ہوں گی؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['بہت سے سیاح', 'برف کے ستون', 'بڑے چوہے', 'برف کے بادل'],
      dtype=object)}",B
11-115,"If a mother mammal wants to give her offspring proper nutrients, she would utilize her","{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['whiskers', 'toes', 'tail', 'areola'], dtype=object)}",اگر کوئی ممالیہ ماں اپنے بچے کو مناسب غذائیت دینا چاہے، تو وہ اپنی ... کا استعمال کرے گی۔,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['مونچھیں', 'پیر کی انگلیاں', 'دُم', 'ایریولا'], dtype=object)}",D
11-116,This non-native crop is now available in Africa,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['rice', 'corn', 'coffee', 'beans'], dtype=object)}",یہ غیر مقامی فصل اب افریقہ میں دستیاب ہے,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['چاول', 'مکئی', 'کافی', 'پھلیاں'], dtype=object)}",B
11-118,Which of the following areas would most likely contain a sandbar?,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['the bottom of a pond',
       'where water continuously moves sand and small rocks downstream',
       'a school play area', 'a car manufacturing plant'], dtype=object)}",مندرجہ ذیل میں سے کس جگہ پر ریت کا ٹیلہ پائے جانے کا سب سے زیادہ امکان ہے؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['تالاب کی تہہ میں',
       'جہاں پانی مسلسل ریت اور چھوٹے پتھروں کو بہاؤ کی سمت میں لے جاتا ہے',
       'اسکول کا کھیل کا میدان', 'گاڑیاں بنانے والا کارخانہ'],
      dtype=object)}",B
11-119,A squirrel expires in the spring and in the fall,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['the corpse is glowing', 'the corpse is decomposed',
       'the corpse is melted', 'the corpse is flying'], dtype=object)}",ایک گلہری موسم بہار اور خزاں میں مر جاتی ہے,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['لاش چمک رہی ہے', 'لاش گل سڑ گئی ہے', 'لاش پگھل گئی ہے',
       'لاش اڑ رہی ہے'], dtype=object)}",B
11-120,A tree must die,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['for newspapers to go to print',
       'for bakeries to have a yeast supply',
       'for restaurants to have stryofoam containers',
       'for schools to have chalk'], dtype=object)}",ایک درخت کو مرنا پڑتا ہے,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['اخبارات کے چھپنے کے لیے', 'بیکریوں کو خمیر کی فراہمی کے لیے',
       'ریستورانوں میں اسٹائروفوم کے کنٹینرز کے لیے',
       'اسکولوں میں چاک کے لیے'], dtype=object)}",A
11-123,The closest thing in the sky to our globe is,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['a dwarf star', 'a satellite', 'a black hole', 'a planet'],
      dtype=object)}",آسمان میں ہمارے کرہ ارض سے قریب ترین شے ہے,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['ایک بونا ستارہ', 'ایک سیٹلائٹ', 'ایک بلیک ہول', 'ایک سیارہ'],
      dtype=object)}",B
11-124,Which of the following would be insulated,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['a piece of paper', 'a log of wood', 'a beehive covered in wax',
       'a statically charged shirt'], dtype=object)}",مندرجہ ذیل میں سے کون سی چیز انسولیٹڈ ہوگی؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['کاغذ کا ایک ٹکڑا', 'لکڑی کا ایک لٹھا',
       'موم سے ڈھکا ہوا شہد کا چھتہ', 'ایک ساکن چارج والی قمیض'],
      dtype=object)}",C
